Title: Sanloup as cited by Taylor et al. (2014)

System Thermodynamic Data:
Pressure Temperature mass F phi S H V dVdP*10^6 dVdT*10^6 Cp logfO2(absolute) logfO2-QFM rhol rhos viscosity aH2O chisqr
57288.40 2034.71 100.052602 0.2018457244482759 0.209594 282.555964 -956117.470954 30.198663 6.514339 376.843351 129.314976 -3.722 0.000 3.190672 3.345624 -0.840 0 0.000
56993.00 2034.19 100.053071 0.2057630889216500 0.213376 282.701497 -956723.099532 30.214095 6.796641 369.730478 129.484627 -3.726 0.000 3.193317 3.343520 -0.841 0 0.000
56697.60 2033.66 100.053543 0.2096805909890540 0.217152 282.845497 -957332.452472 30.229309 7.066142 362.944930 129.654445 -3.729 0.000 3.195933 3.341410 -0.841 0 0.000
56402.20 2033.14 100.054022 0.2136300738878526 0.220954 282.990626 -957940.165124 30.244441 7.326690 356.364848 129.825796 -3.732 0.000 3.198519 3.339281 -0.842 0 0.000
56106.80 2032.61 100.054504 0.2175716879356071 0.224742 283.133925 -958552.190064 30.259335 7.573080 350.148200 129.997025 -3.735 0.000 3.201073 3.337148 -0.843 0 0.000
55811.50 2032.09 100.054992 0.2215365671388133 0.228547 283.278019 -959162.934311 30.274125 7.809101 344.174708 130.169467 -3.738 0.000 3.203592 3.335000 -0.844 0 0.000
55516.20 2031.56 100.055483 0.2254860588878964 0.232331 283.420016 -959778.513675 30.288662 8.029803 338.596159 130.341512 -3.741 0.000 3.206075 3.332851 -0.844 0 0.000
55220.90 2031.04 100.055980 0.2294539227630533 0.236128 283.562652 -960393.422433 30.303089 8.239137 333.287706 130.514610 -3.744 0.000 3.208521 3.330688 -0.845 0 0.000
54925.60 2030.51 100.056480 0.2333995759738438 0.239897 283.702961 -961013.613944 30.317254 8.432188 328.401027 130.687060 -3.747 0.000 3.210929 3.328526 -0.845 0 0.000
54630.30 2029.98 100.056985 0.2373386883183472 0.243655 283.842277 -961636.404094 30.331230 8.610768 323.878490 130.859542 -3.750 0.000 3.213297 3.326359 -0.845 0 0.000
54335.00 2029.46 100.057495 0.2412876138809940 0.247418 283.981951 -962259.068352 30.345086 8.776659 319.663038 131.032772 -3.754 0.000 3.215623 3.324180 -0.846 0 0.000
54039.80 2028.93 100.058008 0.2452039947425216 0.251144 284.118962 -962887.368105 30.358673 8.925135 315.902396 131.204956 -3.757 0.000 3.217906 3.322006 -0.846 0 0.000
53744.60 2028.41 100.058526 0.2491254835738329 0.254872 284.256195 -963515.805596 30.372142 9.060296 312.467404 131.377717 -3.760 0.000 3.220145 3.319823 -0.846 0 0.000
53449.30 2027.88 100.059047 0.2530131402336243 0.258561 284.390784 -964150.436844 30.385359 9.177780 309.496530 131.549402 -3.763 0.000 3.222339 3.317644 -0.846 0 0.000
53154.20 2027.36 100.059574 0.2568987369439752 0.262246 284.525356 -964785.065359 30.398451 9.281353 306.869892 131.721379 -3.766 0.000 3.224485 3.315458 -0.846 0 0.000
52859.00 2026.83 100.060103 0.2607468299367132 0.265890 284.657201 -965426.039145 30.411302 9.367009 304.716793 131.892137 -3.769 0.000 3.226585 3.313278 -0.846 0 0.000
52563.80 2026.30 100.060637 0.2645736968884015 0.269510 284.787667 -966070.343520 30.423982 9.436659 302.977374 132.062380 -3.772 0.000 3.228637 3.311098 -0.846 0 0.000
52268.70 2025.78 100.061176 0.2683960509607547 0.273123 284.918112 -966714.942593 30.436561 9.492148 301.593316 132.232836 -3.775 0.000 3.230637 3.308911 -0.846 0 0.000
51973.50 2025.25 100.061718 0.2721771188755762 0.276692 285.045781 -967365.971558 30.448921 9.529666 300.689557 132.401923 -3.779 0.000 3.232588 3.306730 -0.846 0 0.000
51678.40 2024.73 100.062266 0.2759519718935791 0.280254 285.173423 -968017.299211 30.461197 9.552988 300.145660 132.571159 -3.782 0.000 3.234486 3.304543 -0.846 0 0.000
51383.30 2024.20 100.062817 0.2796824865962979 0.283769 285.298232 -968674.854989 30.473269 9.558454 300.083201 132.738893 -3.785 0.000 3.236333 3.302363 -0.846 0 0.000
51088.20 2023.67 100.063372 0.2833878546530714 0.287259 285.421666 -969335.708366 30.485215 9.548056 300.440046 132.905957 -3.788 0.000 3.238127 3.300184 -0.845 0 0.000
50793.20 2023.15 100.063934 0.2870859118985076 0.290739 285.545124 -969996.751717 30.497109 9.523644 301.157829 133.073130 -3.791 0.000 3.239865 3.297997 -0.845 0 0.000
50498.10 2022.62 100.064499 0.2907405604836575 0.294176 285.665889 -970664.036164 30.508839 9.481853 302.350674 133.238836 -3.794 0.000 3.241551 3.295816 -0.845 0 0.000
50203.10 2022.09 100.065069 0.2943683797695793 0.297585 285.785306 -971334.251565 30.520474 9.424599 303.958782 133.403794 -3.797 0.000 3.243180 3.293636 -0.844 0 0.000
49908.10 2021.57 100.065646 0.2979908873938835 0.300989 285.904920 -972004.612741 30.532098 9.353719 305.923846 133.568948 -3.801 0.000 3.244751 3.291446 -0.844 0 0.000
49613.10 2021.04 100.066227 0.3015692428621558 0.304348 286.021906 -972680.771581 30.543595 9.266081 308.354469 133.732586 -3.804 0.000 3.246268 3.289263 -0.843 0 0.000
49318.10 2020.52 100.066814 0.3051432753841739 0.307702 286.139186 -973356.881134 30.555106 9.165132 311.138229 133.896461 -3.807 0.000 3.247724 3.287068 -0.842 0 0.000
49023.10 2019.99 100.067406 0.3086744332202745 0.311015 286.253951 -974038.561014 30.566519 9.047917 314.379167 134.058864 -3.810 0.000 3.249125 3.284878 -0.842 0 0.000
48728.20 2019.46 100.068004 0.3121816273527785 0.314303 286.367632 -974722.639269 30.577908 8.916281 318.019200 134.220623 -3.813 0.000 3.250466 3.282685 -0.841 0 0.000
48433.30 2018.94 100.068609 0.3156869337245297 0.317591 286.481788 -975406.311969 30.589355 8.771892 322.004641 134.382714 -3.816 0.000 3.251746 3.280480 -0.840 0 0.000
48138.40 2018.41 100.069219 0.3191521985835230 0.320839 286.593629 -976095.155225 30.600749 8.612044 326.432958 134.543436 -3.819 0.000 3.252968 3.278276 -0.839 0 0.000
47843.50 2017.88 100.069836 0.3225981614272875 0.324068 286.704658 -976786.169828 30.612169 8.438461 331.249196 134.703704 -3.823 0.000 3.254129 3.276064 -0.838 0 0.000
47548.60 2017.36 100.070461 0.3260456107794891 0.327300 286.816374 -977476.365227 30.623694 8.252713 336.402524 134.864442 -3.826 0.000 3.255227 3.273838 -0.838 0 0.000
47253.70 2016.83 100.071092 0.3294567428930669 0.330496 286.926005 -978171.279843 30.635215 8.052329 341.984120 135.023952 -3.829 0.000 3.256265 3.271609 -0.837 0 0.000
46958.90 2016.30 100.071729 0.3328510294051976 0.333677 287.034995 -978867.724545 30.646805 7.838968 347.940899 135.183093 -3.832 0.000 3.257241 3.269371 -0.836 0 0.000
46664.00 2015.77 100.072375 0.3362329587684778 0.336847 287.143553 -979565.908814 30.658491 7.612766 354.271564 135.342067 -3.835 0.000 3.258154 3.267120 -0.834 0 0.000
46369.20 2015.25 100.073030 0.3396206165423954 0.340023 287.253060 -980262.464361 30.670341 7.375246 360.927017 135.501677 -3.838 0.000 3.258999 3.264849 -0.833 0 0.000
46074.40 2014.72 100.073691 0.3429780821283228 0.343171 287.360825 -980963.074087 30.682254 7.124170 367.991734 135.660298 -3.842 0.000 3.259784 3.262571 -0.832 0 0.000
45779.60 2014.19 100.074361 0.3463265856756312 0.346311 287.468360 -981664.731183 30.694308 6.860982 375.418564 135.818880 -3.845 0.000 3.260505 3.260277 -0.831 0 0.000
45484.90 2013.67 100.075041 0.3496859290558949 0.349463 287.577113 -982364.246809 30.706577 6.587050 383.162737 135.978314 -3.848 0.000 3.261156 3.257957 -0.830 0 0.000
45190.10 2013.14 100.075729 0.3530218846814648 0.352593 287.684465 -983067.469086 30.718966 6.300239 391.305557 136.137041 -3.851 0.000 3.261745 3.255625 -0.828 0 0.000
44895.40 2012.61 100.076426 0.3563529035302060 0.355720 287.791808 -983771.012703 30.731544 6.002018 399.799509 136.295887 -3.854 0.000 3.262268 3.253273 -0.827 0 0.000
44600.70 2012.08 100.077132 0.3596824324954336 0.358847 287.899303 -984474.879464 30.744334 5.692503 408.644140 136.455006 -3.858 0.000 3.262723 3.250897 -0.826 0 0.000
44306.00 2011.56 100.077694 0.3615415460534934 0.360520 287.951647 -985287.233997 30.753771 5.265944 421.622385 136.547543 -3.861 0.000 3.263377 3.248964 -0.823 0 0.000
44011.30 2011.03 100.078177 0.3625869790238498 0.361393 287.972802 -986161.067930 30.761496 4.775987 436.876813 136.603111 -3.864 0.000 3.264109 3.247275 -0.820 0 0.000
43716.60 2010.50 100.078672 0.3636572540492414 0.362293 287.995469 -987032.317071 30.769595 4.283446 452.245032 136.659814 -3.867 0.000 3.264768 3.245559 -0.817 0 0.000
43422.00 2009.97 100.079176 0.3647530186465801 0.363221 288.019670 -987900.637985 30.778075 3.788452 467.724859 136.717672 -3.870 0.000 3.265352 3.243816 -0.814 0 0.000
43127.30 2009.45 100.079692 0.3658797702548969 0.364183 288.046306 -988764.857851 30.786977 3.290387 483.337698 136.776940 -3.873 0.000 3.265859 3.242041 -0.811 0 0.000
42832.70 2008.92 100.080219 0.3670309134994242 0.365172 288.073774 -989627.599975 30.796259 2.790003 499.061995 136.837296 -3.877 0.000 3.266291 3.240239 -0.808 0 0.000
42538.10 2008.39 100.080756 0.3682115700835428 0.366194 288.102953 -990487.422022 30.805961 2.286847 514.913927 136.898974 -3.880 0.000 3.266645 3.238405 -0.805 0 0.000
42243.50 2007.86 100.081306 0.3694230702450490 0.367249 288.133901 -991344.228715 30.816094 1.780859 530.897457 136.962027 -3.883 0.000 3.266921 3.236538 -0.802 0 0.000
41949.00 2007.34 100.081866 0.3706701164501329 0.368342 288.167468 -992196.015324 30.826695 1.271923 547.019464 137.026660 -3.886 0.000 3.267115 3.234633 -0.798 0 0.000
41654.40 2006.81 100.082439 0.3719476566205095 0.369468 288.202136 -993046.480174 30.837733 0.760080 563.279220 137.092636 -3.889 0.000 3.267231 3.232693 -0.795 0 0.000
41359.90 2006.28 100.083024 0.3732599600541033 0.370632 288.238732 -993893.355167 30.849242 0.245382 579.678105 137.160138 -3.893 0.000 3.267265 3.230716 -0.791 0 0.000
41065.40 2005.75 100.083621 0.3746091681702753 0.371835 288.277352 -994736.782721 30.861239 -0.272428 596.226699 137.229258 -3.896 0.000 3.267217 3.228697 -0.788 0 0.000
40770.90 2005.22 100.084231 0.3759970191634314 0.373079 288.318069 -995576.639133 30.873743 -0.793435 612.930223 137.300064 -3.899 0.000 3.267085 3.226636 -0.784 0 0.000
40476.40 2004.70 100.084853 0.3774296007628485 0.374369 288.361795 -996411.115339 30.886800 -1.317972 629.804118 137.372823 -3.902 0.000 3.266865 3.224526 -0.781 0 0.000
40181.90 2004.17 100.085489 0.3789004584580346 0.375700 288.406942 -997243.422613 30.900368 -1.845657 646.834775 137.447231 -3.906 0.000 3.266562 3.222372 -0.777 0 0.000
39887.50 2003.64 100.086139 0.3804152000908814 0.377078 288.454397 -998071.493681 30.914491 -2.376651 664.031920 137.523529 -3.909 0.000 3.266172 3.220168 -0.773 0 0.000
39593.00 2003.11 100.086803 0.3819771928973444 0.378504 288.504312 -998895.675774 30.929200 -2.911437 681.414207 137.601865 -3.912 0.000 3.265693 3.217912 -0.769 0 0.000
39298.60 2002.58 100.087480 0.3835875231715574 0.379980 288.556718 -999715.306757 30.944504 -3.449767 698.976445 137.682268 -3.915 0.000 3.265125 3.215600 -0.765 0 0.000
39004.20 2002.05 100.088173 0.3852492429351397 0.381509 288.611747 -1000530.463429 30.960432 -3.991958 716.732138 137.764868 -3.918 0.000 3.264467 3.213230 -0.761 0 0.000
38709.80 2001.53 100.088880 0.3869698824627943 0.383099 288.670370 -1001339.233233 30.977043 -4.538406 734.701434 137.849987 -3.922 0.000 3.263712 3.210793 -0.757 0 0.000
38415.40 2001.00 100.089516 0.3886704576067062 0.384680 288.725417 -1002154.277791 30.992757 -5.087152 752.223280 137.932794 -3.925 0.000 3.262947 3.208506 -0.753 0 0.000
38121.10 2000.47 100.089607 0.3899474357084064 0.385904 288.746829 -1003025.934489 30.999103 -5.629211 765.732185 137.988302 -3.928 0.000 3.262617 3.207533 -0.750 0 0.000
37826.80 1999.94 100.089704 0.3912434373577387 0.387152 288.769232 -1003895.930975 31.005663 -6.174656 779.262767 138.044498 -3.931 0.000 3.262222 3.206561 -0.747 0 0.000
37532.40 1999.41 100.089806 0.3925595502505481 0.388425 288.792664 -1004764.505334 31.012444 -6.723726 792.819873 138.101425 -3.935 0.000 3.261763 3.205588 -0.744 0 0.000
37238.10 1998.88 100.089915 0.3938952864126790 0.389722 288.817098 -1005631.099928 31.019443 -7.276093 806.394169 138.159054 -3.938 0.000 3.261238 3.204616 -0.741 0 0.000
36943.90 1998.35 100.090029 0.3952512095209297 0.391043 288.842549 -1006495.688477 31.026664 -7.831806 819.985779 138.217404 -3.941 0.000 3.260649 3.203645 -0.738 0 0.000
36649.60 1997.82 100.090148 0.3966290195562758 0.392391 288.869085 -1007358.769223 31.034116 -8.391308 833.604384 138.276543 -3.944 0.000 3.259994 3.202673 -0.735 0 0.000
36355.30 1997.30 100.090273 0.3980337622824869 0.393771 288.897537 -1008218.360339 31.041824 -8.954739 847.253108 138.336668 -3.947 0.000 3.259270 3.201698 -0.732 0 0.000
36061.10 1996.77 100.090404 0.3994556714124745 0.395173 288.926229 -1009077.539150 31.049739 -9.521427 860.912186 138.397376 -3.951 0.000 3.258485 3.200726 -0.729 0 0.000
35766.90 1996.24 100.090541 0.4009008476751727 0.396603 288.956039 -1009934.854124 31.057894 -10.091900 874.594166 138.458912 -3.954 0.000 3.257633 3.199753 -0.726 0 0.000
35472.70 1995.71 100.090683 0.4023699785246689 0.398061 288.986988 -1010790.272146 31.066291 -10.666227 888.299323 138.521298 -3.957 0.000 3.256716 3.198780 -0.722 0 0.000
35178.50 1995.18 100.090831 0.4038637735617484 0.399549 289.019097 -1011643.759010 31.074934 -11.244482 902.027957 138.584558 -3.960 0.000 3.255733 3.197806 -0.719 0 0.000
34884.30 1994.65 100.090985 0.4053829653794690 0.401067 289.052389 -1012495.279369 31.083828 -11.826742 915.780396 138.648717 -3.964 0.000 3.254683 3.196832 -0.716 0 0.000
34590.20 1994.12 100.091144 0.4069276811095285 0.402616 289.086858 -1013344.539324 31.092974 -12.412882 929.552152 138.713773 -3.967 0.000 3.253568 3.195856 -0.713 0 0.000
34296.10 1993.59 100.091309 0.4084993091101896 0.404196 289.122556 -1014191.760092 31.102379 -13.003188 943.348428 138.779777 -3.970 0.000 3.252386 3.194880 -0.709 0 0.000
34001.90 1993.06 100.091480 0.4100993073481156 0.405810 289.159534 -1015037.158363 31.112051 -13.597958 957.174497 138.846784 -3.974 0.000 3.251137 3.193903 -0.706 0 0.000
33707.80 1992.53 100.091657 0.4117272165939493 0.407456 289.197761 -1015880.181489 31.121987 -14.196868 971.021086 138.914768 -3.977 0.000 3.249821 3.192925 -0.703 0 0.000
33413.80 1992.00 100.091839 0.4133838621019392 0.409136 289.237262 -1016720.790241 31.132192 -14.800012 984.888633 138.983757 -3.980 0.000 3.248440 3.191945 -0.699 0 0.000
33119.70 1991.47 100.092028 0.4150714724834743 0.410852 289.278121 -1017559.450254 31.142679 -15.407913 998.787401 139.053836 -3.983 0.000 3.246990 3.190964 -0.696 0 0.000
32825.60 1990.94 100.092222 0.4167903035843096 0.412604 289.320339 -1018395.861890 31.153449 -16.020466 1012.713052 139.125008 -3.987 0.000 3.245474 3.189981 -0.692 0 0.000
32531.60 1990.42 100.092421 0.4185468832915324 0.414399 289.364794 -1019227.955464 31.164534 -16.637917 1026.670841 139.197524 -3.990 0.000 3.243885 3.188995 -0.689 0 0.000
32237.60 1989.89 100.092627 0.4203304193827336 0.416227 289.409786 -1020059.472548 31.175881 -17.259903 1040.647218 139.270954 -3.993 0.000 3.242235 3.188009 -0.685 0 0.000
31943.60 1989.36 100.092839 0.4221481019989474 0.418093 289.456223 -1020888.598832 31.187526 -17.886888 1054.652270 139.345577 -3.996 0.000 3.240516 3.187021 -0.682 0 0.000
31649.60 1988.83 100.093057 0.4240009824349742 0.419999 289.504137 -1021715.282781 31.199476 -18.518999 1068.686675 139.421429 -4.000 0.000 3.238731 3.186031 -0.678 0 0.000
31355.60 1988.30 100.093281 0.4258901486908914 0.421947 289.553562 -1022539.470965 31.211737 -19.156369 1082.751151 139.498545 -4.003 0.000 3.236877 3.185038 -0.675 0 0.000
31061.70 1987.77 100.093511 0.4278159404402556 0.423937 289.604497 -1023360.861612 31.224309 -19.798911 1096.841466 139.576934 -4.006 0.000 3.234956 3.184044 -0.671 0 0.000
30767.80 1987.24 100.093748 0.4297802788904510 0.425971 289.657009 -1024179.645710 31.237204 -20.446993 1110.963378 139.656666 -4.009 0.000 3.232968 3.183047 -0.667 0 0.000
30473.90 1986.71 100.093991 0.4317843703839604 0.428049 289.711137 -1024995.763692 31.250428 -21.100767 1125.117729 139.737782 -4.013 0.000 3.230911 3.182048 -0.663 0 0.000
30180.00 1986.18 100.094240 0.4338294646400406 0.430174 289.766916 -1025809.153730 31.263988 -21.760391 1139.305404 139.820324 -4.016 0.000 3.228786 3.181046 -0.660 0 0.000
29886.10 1985.65 100.094496 0.4359168566741125 0.432347 289.824387 -1026619.751633 31.277891 -22.426032 1153.527337 139.904339 -4.019 0.000 3.226593 3.180041 -0.656 0 0.000
29592.20 1985.12 100.094758 0.4380478888280601 0.434568 289.883590 -1027427.490737 31.292145 -23.097862 1167.784509 139.989871 -4.023 0.000 3.224332 3.179033 -0.652 0 0.000
29298.40 1984.59 100.095027 0.4402230642346264 0.436839 289.944530 -1028232.062113 31.306751 -23.775823 1182.072877 140.076934 -4.026 0.000 3.222003 3.178022 -0.648 0 0.000
29004.50 1984.06 100.095303 0.4424455849240497 0.439163 290.007324 -1029033.874343 31.321728 -24.460582 1196.403664 140.165648 -4.029 0.000 3.219605 3.177007 -0.644 0 0.000
28710.70 1983.53 100.095586 0.4447151511782113 0.441539 290.071943 -1029832.374539 31.337074 -25.151855 1210.767842 140.255993 -4.032 0.000 3.217139 3.175990 -0.640 0 0.000
28416.90 1983.00 100.095876 0.4470342042846918 0.443969 290.138470 -1030627.724659 31.352802 -25.850087 1225.171686 140.348059 -4.036 0.000 3.214604 3.174969 -0.636 0 0.000
28123.10 1982.46 100.096174 0.4493959144325226 0.446448 290.205999 -1031421.751687 31.368880 -26.554986 1239.604197 140.441581 -4.039 0.000 3.212008 3.173946 -0.632 0 0.000
27829.40 1981.93 100.096478 0.4518176760742766 0.448993 290.276445 -1032210.333495 31.385393 -27.267528 1254.085857 140.537214 -4.042 0.000 3.209336 3.172918 -0.628 0 0.000
27535.60 1981.40 100.096790 0.4542949127614684 0.451598 290.348993 -1032995.747628 31.402322 -27.987959 1268.616300 140.634781 -4.046 0.000 3.206595 3.171885 -0.624 0 0.000
27241.90 1980.87 100.097110 0.4568274304581451 0.454264 290.423615 -1033777.437725 31.419665 -28.716014 1283.186642 140.734267 -4.049 0.000 3.203786 3.170849 -0.620 0 0.000
26948.20 1980.34 100.097437 0.4594180960943937 0.456994 290.500408 -1034555.542167 31.437438 -29.452206 1297.803580 140.835777 -4.052 0.000 3.200908 3.169808 -0.615 0 0.000
26654.50 1979.81 100.097773 0.4620688630328759 0.459790 290.579432 -1035329.962015 31.455652 -30.196803 1312.468727 140.939378 -4.056 0.000 3.197960 3.168762 -0.611 0 0.000
26360.80 1979.28 100.098117 0.4647817642509157 0.462653 290.660748 -1036100.594089 31.474318 -30.950088 1327.183776 141.045144 -4.059 0.000 3.194943 3.167713 -0.607 0 0.000
26067.20 1978.75 100.098469 0.4675577837035754 0.465585 290.744376 -1036867.106278 31.493441 -31.712082 1341.945226 141.153104 -4.062 0.000 3.191858 3.166658 -0.602 0 0.000
25773.50 1978.22 100.098830 0.4704013656060284 0.468590 290.830474 -1037629.836756 31.513048 -32.483638 1356.765495 141.263424 -4.066 0.000 3.188702 3.165599 -0.598 0 0.000
25479.90 1977.69 100.099199 0.4733125141227484 0.471668 290.919018 -1038388.220958 31.533136 -33.264527 1371.635962 141.376096 -4.069 0.000 3.185478 3.164535 -0.593 0 0.000
25186.30 1977.16 100.099578 0.4762947563194004 0.474823 291.010128 -1039142.360860 31.553727 -34.055362 1386.563981 141.491249 -4.072 0.000 3.182184 3.163465 -0.589 0 0.000
24892.70 1976.63 100.099966 0.4793505903213203 0.478057 291.103880 -1039892.128407 31.574835 -34.856496 1401.551731 141.608971 -4.075 0.000 3.178821 3.162391 -0.584 0 0.000
24599.10 1976.09 100.100365 0.4824717592466762 0.481362 291.199316 -1040639.449540 31.596420 -35.667575 1416.586617 141.728952 -4.079 0.000 3.175395 3.161313 -0.580 0 0.000
24305.60 1975.56 100.100772 0.4856811696060359 0.484761 291.298534 -1041379.865260 31.618595 -36.490118 1431.695155 141.852038 -4.082 0.000 3.171893 3.160228 -0.575 0 0.000
24012.00 1975.03 100.101190 0.4889736203259721 0.488248 291.400695 -1042115.703932 31.641342 -37.324415 1446.876082 141.978034 -4.085 0.000 3.168320 3.159136 -0.571 0 0.000
23718.50 1974.50 100.101619 0.4923494392960394 0.491825 291.505784 -1042846.385717 31.664658 -38.170299 1462.121188 142.106945 -4.089 0.000 3.164678 3.158039 -0.566 0 0.000
23425.00 1973.97 100.102058 0.4958130482496499 0.495494 291.613949 -1043571.963386 31.688572 -39.028512 1477.438733 142.238933 -4.092 0.000 3.160965 3.156936 -0.561 0 0.000
23131.50 1973.44 100.102509 0.4993677087103630 0.499260 291.725289 -1044292.267741 31.713101 -39.899523 1492.831705 142.374115 -4.095 0.000 3.157182 3.155827 -0.556 0 0.000
22838.00 1972.91 100.102971 0.5030168392304228 0.503126 291.839910 -1045007.121081 31.738265 -40.783825 1508.303254 142.512613 -4.099 0.000 3.153328 3.154711 -0.551 0 0.000
22544.60 1972.38 100.103445 0.5067625024201142 0.507094 291.957860 -1045716.135251 31.764074 -41.681612 1523.851097 142.654499 -4.102 0.000 3.149405 3.153590 -0.546 0 0.000
22251.10 1971.84 100.103932 0.5105984711316168 0.511158 292.078267 -1046421.711981 31.790506 -42.593140 1539.472905 142.799543 -4.105 0.000 3.145418 3.152464 -0.542 0 0.000
21957.70 1971.31 100.104431 0.5145512991440648 0.515343 292.203335 -1047118.877125 31.817690 -43.520157 1555.194926 142.948719 -4.109 0.000 3.141353 3.151329 -0.537 0 0.000
21664.30 1970.78 100.104943 0.5186139607455170 0.519644 292.332154 -1047809.789123 31.845596 -44.462689 1571.009964 143.101766 -4.112 0.000 3.137217 3.150186 -0.531 0 0.000
21370.90 1970.25 100.105469 0.5227908260050584 0.524064 292.464858 -1048494.218563 31.874250 -45.421368 1586.922190 143.258841 -4.115 0.000 3.133010 3.149037 -0.526 0 0.000
21077.50 1969.72 100.106010 0.5270864977283202 0.528607 292.601588 -1049171.923339 31.903678 -46.396861 1602.936029 143.420111 -4.119 0.000 3.128730 3.147881 -0.521 0 0.000
20784.20 1969.18 100.106565 0.5314894127843071 0.533262 292.741261 -1049844.756023 31.933827 -47.388413 1619.031683 143.585148 -4.122 0.000 3.124391 3.146720 -0.516 0 0.000
20490.80 1968.65 100.107135 0.5360371117846728 0.538067 292.886483 -1050508.254878 31.964888 -48.399640 1635.262725 143.755332 -4.126 0.000 3.119967 3.145549 -0.511 0 0.000
20197.50 1968.12 100.107721 0.5407170864431664 0.543009 293.036130 -1051164.037737 31.996799 -49.429533 1651.604396 143.930198 -4.129 0.000 3.115474 3.144370 -0.506 0 0.000
19904.20 1967.59 100.108323 0.5455368389436388 0.548095 293.190446 -1051811.987861 32.029606 -50.479280 1668.068168 144.110020 -4.132 0.000 3.110907 3.143184 -0.500 0 0.000
19610.90 1967.06 100.108942 0.5505024125405233 0.553330 293.349615 -1052451.784303 32.063344 -51.549757 1684.660026 144.295020 -4.136 0.000 3.106268 3.141990 -0.495 0 0.000
19317.60 1966.52 100.109579 0.5556036583898581 0.558704 293.512610 -1053085.500240 32.097970 -52.640584 1701.365839 144.484825 -4.139 0.000 3.101566 3.140790 -0.489 0 0.000
19024.40 1965.99 100.110233 0.5608779055491391 0.564256 293.681994 -1053707.806042 32.133667 -53.754897 1718.226843 144.680799 -4.142 0.000 3.096783 3.139580 -0.484 0 0.000
18731.20 1965.46 100.110907 0.5663182267822998 0.569976 293.856853 -1054320.878936 32.170412 -54.892866 1735.236215 144.882688 -4.146 0.000 3.091925 3.138362 -0.478 0 0.000
18437.90 1964.93 100.111601 0.5719345436696418 0.575875 294.037507 -1054924.468436 32.208264 -56.056022 1752.407964 145.090857 -4.149 0.000 3.086992 3.137134 -0.473 0 0.000
18144.70 1964.40 100.112315 0.5777305348101885 0.581955 294.224036 -1055517.815995 32.247241 -57.244692 1769.737868 145.305438 -4.152 0.000 3.081985 3.135898 -0.467 0 0.000
17851.60 1963.86 100.113050 0.5836957854366219 0.588206 294.415399 -1056103.025388 32.287302 -58.458531 1787.211840 145.526054 -4.156 0.000 3.076917 3.134658 -0.461 0 0.000
17558.40 1963.33 100.113807 0.5898815302818226 0.594680 294.614643 -1056674.821819 32.328711 -59.702818 1804.897064 145.754574 -4.159 0.000 3.071761 3.133404 -0.456 0 0.000
17265.20 1962.80 100.114588 0.5962769403708046 0.601363 294.820697 -1057235.044229 32.371421 -60.977025 1822.775102 145.990605 -4.163 0.000 3.066528 3.132142 -0.450 0 0.000
16972.10 1962.27 100.115392 0.6028899199656046 0.608263 295.033787 -1057782.985311 32.415477 -62.282182 1840.850208 146.234438 -4.166 0.000 3.061222 3.130871 -0.444 0 0.000
16679.00 1961.73 100.116221 0.6097131599760511 0.615372 295.252976 -1058320.875371 32.460858 -63.618546 1859.115681 146.485810 -4.169 0.000 3.055850 3.129594 -0.438 0 0.000
16385.90 1961.20 100.117076 0.6168003812745763 0.622744 295.481366 -1058842.705501 32.507837 -64.991406 1877.633259 146.746680 -4.173 0.000 3.050389 3.128304 -0.432 0 0.000
16092.80 1960.67 100.117958 0.6241440858644393 0.630369 295.717997 -1059350.428250 32.556389 -66.400864 1896.392179 147.016779 -4.176 0.000 3.044850 3.127004 -0.426 0 0.000
15799.70 1960.13 100.118868 0.6317351970705277 0.638236 295.961860 -1059846.099135 32.606483 -67.846869 1915.380276 147.295784 -4.180 0.000 3.039244 3.125698 -0.420 0 0.000
15506.70 1959.60 100.119808 0.6396310397710429 0.646403 296.216154 -1060323.201777 32.658409 -69.335001 1934.659032 147.585783 -4.183 0.000 3.033550 3.124380 -0.414 0 0.000
15213.70 1959.07 100.120778 0.6478284191458562 0.654864 296.480066 -1060783.745734 32.712169 -70.866121 1954.226275 147.886667 -4.186 0.000 3.027775 3.123051 -0.408 0 0.000
14920.70 1936.36 100.121202 0.6054720411218224 0.611808 293.566706 -1067422.745033 32.517044 -67.751625 1914.851901 146.349563 -4.333 0.000 3.047152 3.129291 -0.398 0 0.000
14627.70 1911.96 100.122052 0.5665511990850999 0.571980 290.635357 -1074030.428324 32.332967 -64.754261 1877.742082 144.929275 -4.494 0.000 3.067202 3.135870 -0.386 0 0.000
14334.70 1887.16 100.123348 0.5330212402780642 0.537486 287.835578 -1080319.617274 32.170393 -62.082751 1845.467728 143.695556 -4.662 0.000 3.086428 3.142328 -0.373 0 0.000
14041.70 1861.96 100.125075 0.5039528596259045 0.507456 285.134448 -1086357.617406 32.025511 -59.678888 1817.217707 142.613650 -4.837 0.000 3.104831 3.148655 -0.359 0 0.000
13748.80 1836.36 100.124526 0.4661817323153842 0.469520 282.097207 -1092899.661685 31.886584 -57.209375 1789.404276 140.980808 -5.020 0.000 3.117696 3.159780 -0.308 0 0.000
