Title: Allan et al. 1989 (see Ghiorso 1997)

System Thermodynamic Data:
Pressure Temperature mass F phi S H V dVdP*10^6 dVdT*10^6 Cp logfO2(absolute) logfO2-QFM rhol rhos viscosity aH2O chisqr
10169.90 1436.70 100.351464 0.1221846069256857 0.146216 241.026393 -1255044.029524 32.108435 -52.641029 1437.914544 121.890743 -8.723 0.000 2.611711 3.213364 3.060 0.0787574 0.000
10030.60 1421.39 100.348314 0.1055108339933874 0.127646 239.217572 -1258019.559767 32.019000 -50.425015 1401.247450 121.331194 -8.906 0.000 2.590554 3.213546 3.103 0.0971018 0.000
9891.26 1406.08 100.345178 0.0921065211959402 0.112606 237.483534 -1260860.997196 31.939192 -48.642367 1370.745751 120.851246 -9.093 0.000 2.569822 3.214332 3.134 0.117395 0.000
9751.95 1390.77 100.342080 0.0811679647804689 0.100241 235.804344 -1263598.823558 31.867227 -47.190846 1344.918313 120.431125 -9.284 0.000 2.549634 3.215502 3.152 0.139354 0.000
9612.63 1375.47 100.338963 0.0712838105441799 0.088914 234.136441 -1266294.475103 31.801459 -45.859973 1320.007269 120.045023 -9.480 0.000 2.529544 3.216224 3.167 0.162903 0.000
9473.32 1360.16 100.335958 0.0635908059481172 0.080085 232.524305 -1268889.264339 31.741266 -44.854246 1300.353366 119.699588 -9.680 0.000 2.509998 3.217737 3.167 0.187934 0.000
9334.01 1344.85 100.333022 0.0570848425490545 0.072565 230.933834 -1271430.598726 31.685700 -44.011575 1282.960253 119.382015 -9.884 0.000 2.490990 3.219363 3.156 0.21409 0.000
9194.69 1329.54 100.330154 0.0515118984526133 0.066078 229.358080 -1273928.523010 31.634059 -43.297877 1267.346338 119.085745 -10.094 0.000 2.472452 3.221052 3.132 0.241221 0.000
9055.38 1314.24 100.327356 0.0466851739142043 0.060420 227.791008 -1276391.473214 31.585763 -42.713517 1259.764765 119.029954 -10.308 0.000 2.454311 3.222778 3.096 0.269172 0.000
8916.07 1298.93 100.324621 0.0424534587063220 0.055424 226.226995 -1278827.012943 31.540301 -42.186398 1246.932773 118.769971 -10.527 0.000 2.436447 3.224517 3.049 0.297856 0.000
8776.75 1283.62 100.321949 0.0387105150370487 0.050975 224.664485 -1281237.305887 31.497389 -41.726802 1235.040762 118.519862 -10.751 0.000 2.418773 3.226249 2.989 0.327125 0.000
8637.44 1268.31 100.319169 0.0353646230171697 0.046971 223.095246 -1283629.887268 31.457020 -41.321450 1223.952484 118.278458 -10.981 0.000 2.401068 3.227925 2.916 0.356812 0.000
8498.13 1253.01 100.316354 0.0323557825137153 0.043347 221.518586 -1286006.778227 31.418684 -40.961815 1213.551162 118.043658 -11.217 0.000 2.383280 3.229573 2.830 0.386771 0.000
8358.81 1237.70 100.313613 0.0296341277780174 0.040048 219.936350 -1288367.379930 31.381990 -40.640828 1203.728395 117.813626 -11.458 0.000 2.365354 3.231210 2.731 0.416883 0.000
8219.50 1222.39 100.310942 0.0271542161709864 0.037022 218.346588 -1290713.832592 31.346778 -40.351704 1194.403675 117.587356 -11.705 0.000 2.347136 3.232830 2.617 0.447019 0.000
8080.19 1207.08 100.308343 0.0248802753702980 0.034229 216.748015 -1293047.503458 31.312931 -40.089187 1185.518889 117.364194 -11.959 0.000 2.328462 3.234427 2.488 0.477032 0.000
7940.87 1191.78 100.305813 0.0227831783836770 0.031639 215.139089 -1295369.999952 31.280335 -39.848930 1177.029991 117.143686 -12.219 0.000 2.309147 3.235998 2.344 0.50677 0.000
7801.56 1176.47 100.303354 0.0208406431777266 0.029224 213.518828 -1297682.121648 31.248899 -39.627649 1168.910752 116.925711 -12.486 0.000 2.288996 3.237541 2.181 0.536061 0.000
7662.24 1161.16 100.300965 0.0190356750772035 0.026968 211.885948 -1299985.100686 31.218534 -39.422987 1161.148571 116.710401 -12.760 0.000 2.267802 3.239059 2.000 0.56472 0.000
7522.93 1145.85 100.298648 0.0173576228613261 0.024859 210.239699 -1302279.389890 31.189161 -39.233717 1153.750529 116.498338 -13.041 0.000 2.245384 3.240557 1.801 0.592539 0.000
7383.62 1130.55 100.296406 0.0158015701875393 0.022893 208.579021 -1304565.860950 31.160694 -39.059802 1146.743005 116.290559 -13.330 0.000 2.221621 3.242044 1.582 0.619302 0.000
7244.30 1115.24 100.293649 0.0138202118295492 0.020257 206.903213 -1306834.995606 31.147113 -38.743620 1135.572050 116.091051 -13.626 0.000 2.196856 3.241152 1.371 0.649939 0.000
7104.99 1099.93 100.289127 0.0049690751359322 0.007355 205.073898 -1309219.160326 31.164001 -34.550077 1035.708522 116.235945 -13.931 0.000 2.174129 3.225844 1.242 0.699027 0.000
6965.68 1084.62 100.285397 0.0010222174459564 0.001527 203.330017 -1311495.505810 31.176200 -32.536167 986.109383 116.217826 -14.245 0.000 2.153413 3.218355 1.114 0.741026 0.000
6826.36 1069.32 100.283105 0.0000000000000000 0.000000 201.612692 -1313740.914108 31.166071 -31.964146 970.285076 116.098802 -14.568 0.000 0.000000 3.217701 1.180 0.75062 0.000
6687.05 1054.01 100.281464 0.0000000000000000 0.000000 199.886678 -1315979.910700 31.146279 -31.974450 968.467405 115.957027 -14.900 0.000 0.000000 3.219693 1.180 0.742063 0.000
6547.74 1038.70 100.279909 0.0000000000000000 0.000000 198.139934 -1318215.411614 31.126811 -31.988886 968.088511 115.858915 -15.241 0.000 0.000000 3.221657 1.180 0.732137 0.000
6408.42 1023.39 100.278438 0.0000000000000000 0.000000 196.370641 -1320448.638732 31.107636 -32.010049 970.030908 115.833970 -15.593 0.000 0.000000 3.223596 1.180 0.720879 0.000
6269.11 1008.08 100.277048 0.0000000000000000 0.000000 194.576805 -1322680.823843 31.088710 -32.042153 975.770284 115.931854 -15.956 0.000 0.000000 3.225513 1.180 0.708347 0.000
6129.80 992.78 100.275738 0.0000000000000000 0.000000 192.754968 -1324914.660865 31.069955 -32.090683 987.301374 116.219907 -16.330 0.000 0.000000 3.227418 1.180 0.694624 0.000
5990.48 977.47 100.274765 0.0000000000000000 0.000000 190.882550 -1327175.735815 31.046954 -32.160432 1004.827344 116.683225 -16.715 0.000 0.000000 3.229778 1.180 0.667733 0.000
5851.17 962.16 100.274346 0.0000000000000000 0.000000 188.938689 -1329486.266671 31.014988 -32.226759 1018.459406 116.965968 -17.113 0.000 0.000000 3.233093 1.180 0.618021 0.000
